name,dex,gen,region,type1,type2,color_primary,color_secondary,abilities,genus,shape,habitat,evo,family,stage,gender,legendary,mythical,baby,hp,attack,defense,sp_attack,sp_defense,speed,weight_kg,height_m,egg_groups,stat_standouts,arch,sprite,moves,lore,mythology,location,trainer,role,other,well_known
Regigigas,486,4,Sinnoh,normal,,white,,Slow Start,Colossal Pokémon,humanoid,,none,Regigigas,0,genderless,True,False,False,110,160,110,80,110,100,420.0,3.7,no-eggs,"fast, atk, tanky, heavy",,,,,,,,legendary,,1
Giratina,487,4,Sinnoh,ghost,dragon,black,,"Pressure, Telepathy",Renegade Pokémon,tentacles,,none,Giratina,0,genderless,True,False,False,150,100,120,100,120,90,750.0,4.5,no-eggs,"tanky, heavy",,,,,,,,legendary,,1
Cresselia,488,4,Sinnoh,psychic,,yellow,,Levitate,Lunar Pokémon,squiggle,,none,Cresselia,0,female-only,True,False,False,120,70,110,75,120,85,85.6,1.5,no-eggs,tanky,,,,,,,,legendary,,1
Phione,489,4,Sinnoh,water,,blue,,Hydration,Sea Drifter Pokémon,arms,,none,Manaphy,0,genderless,False,True,False,80,80,80,80,80,80,3.1,0.4,"water1, fairy",,,,,,,,,mythical,,1
Manaphy,490,4,Sinnoh,water,,blue,,Hydration,Seafaring Pokémon,humanoid,,none,Manaphy,0,genderless,False,True,False,100,100,100,100,100,100,1.4,0.3,"water1, fairy","fast, tanky, light",,,,,,,,mythical,,1
Darkrai,491,4,Sinnoh,dark,,black,,Bad Dreams,Pitch-Black Pokémon,humanoid,,none,Darkrai,0,genderless,False,True,False,70,90,90,135,90,125,50.5,1.5,no-eggs,"fast, spatk",,,,,,,,mythical,,1
Shaymin,492,4,Sinnoh,grass,,green,,Natural Cure,Gratitude Pokémon,quadruped,,none,Shaymin,0,genderless,False,True,False,100,100,100,100,100,100,2.1,0.2,no-eggs,"fast, tanky, light",,,,,,,,mythical,,1
Arceus,493,4,Sinnoh,normal,,white,,Multitype,Alpha Pokémon,quadruped,,none,Arceus,0,genderless,False,True,False,120,120,120,120,120,120,320.0,3.2,no-eggs,"fast, atk, spatk, tanky, heavy",,,,,,,,mythical,,1
Victini,494,5,Unova,psychic,fire,yellow,,Victory Star,Victory Pokémon,humanoid,,none,Victini,0,genderless,False,True,False,100,100,100,100,100,100,4.0,0.4,no-eggs,"fast, tanky",,,,,,,,mythical,,1
Snivy,495,5,Unova,grass,,green,,"Overgrow, Contrary",Grass Snake Pokémon,upright,,none,Snivy,0,both,False,False,False,45,45,55,45,55,63,8.1,0.6,"ground, plant",,,,,,,,,,,0
Servine,496,5,Unova,grass,,green,,"Overgrow, Contrary",Grass Snake Pokémon,upright,,level,Snivy,1,both,False,False,False,60,60,75,60,75,83,16.0,0.8,"ground, plant",,,,,,,,,,,0
Serperior,497,5,Unova,grass,,green,,"Overgrow, Contrary",Regal Pokémon,squiggle,,level,Snivy,2,both,False,False,False,75,75,95,75,95,113,63.0,3.3,"ground, plant",fast,"serpent, snake","regal, coils",,,,,,starter,,1
Tepig,498,5,Unova,fire,,red,,"Blaze, Thick Fat",Fire Pig Pokémon,quadruped,,none,Tepig,0,both,False,False,False,65,63,45,45,45,45,9.9,0.5,ground,,,,,,,,,,,0
Pignite,499,5,Unova,fire,fighting,red,,"Blaze, Thick Fat",Fire Pig Pokémon,upright,,level,Tepig,1,both,False,False,False,90,93,55,70,55,55,55.5,1.0,ground,,,,,,,,,,,0
Emboar,500,5,Unova,fire,fighting,red,,"Blaze, Reckless",Mega Fire Pig Pokémon,upright,,level,Tepig,2,both,False,False,False,110,123,65,100,65,65,150.0,1.6,ground,atk,"boar, pig","beard, fists, tusks",,,,,,starter,,1
Oshawott,501,5,Unova,water,,blue,,"Torrent, Shell Armor",Sea Otter Pokémon,upright,,none,Oshawott,0,both,False,False,False,55,55,45,63,45,45,5.9,0.5,ground,,,,,,,,,,,0
Dewott,502,5,Unova,water,,blue,,"Torrent, Shell Armor",Discipline Pokémon,upright,,level,Oshawott,1,both,False,False,False,75,75,60,83,60,60,24.5,0.8,ground,,,,,,,,,,,0
Samurott,503,5,Unova,water,,blue,,"Torrent, Shell Armor",Formidable Pokémon,quadruped,,level,Oshawott,2,both,False,False,False,95,100,85,108,70,70,94.6,1.5,ground,,"pinniped, otter","whiskers, seamitar",,samurai,,,,starter,,1
Patrat,504,5,Unova,normal,,brown,,"Run Away, Keen Eye, Analytic",Scout Pokémon,quadruped,,none,Patrat,0,both,False,False,False,45,55,39,35,39,42,11.6,0.5,ground,,,,,,,,,,,0
Watchog,505,5,Unova,normal,,brown,,"Illuminate, Keen Eye, Analytic",Lookout Pokémon,upright,,level,Patrat,1,both,False,False,False,60,85,69,60,69,77,27.0,1.1,ground,,,,,,,,,,,0
Lillipup,506,5,Unova,normal,,brown,,"Vital Spirit, Pickup, Run Away",Puppy Pokémon,quadruped,,none,Lillipup,0,both,False,False,False,45,60,45,25,45,55,4.1,0.4,ground,,,,,,,,,,,0
Herdier,507,5,Unova,normal,,gray,,"Intimidate, Sand Rush, Scrappy",Loyal Dog Pokémon,quadruped,,level,Lillipup,1,both,False,False,False,65,80,65,35,65,60,14.7,0.9,ground,,,,,,,,,,,0
Stoutland,508,5,Unova,normal,,gray,,"Intimidate, Sand Rush, Scrappy",Big-Hearted Pokémon,quadruped,,level,Lillipup,2,both,False,False,False,85,110,90,45,90,80,61.0,1.2,ground,,,,,,,,,,,0
Purrloin,509,5,Unova,dark,,purple,,"Limber, Unburden, Prankster",Devious Pokémon,quadruped,,none,Purrloin,0,both,False,False,False,41,50,37,50,37,66,10.1,0.4,ground,,,,,,,,,,,0
Liepard,510,5,Unova,dark,,purple,,"Limber, Unburden, Prankster",Cruel Pokémon,quadruped,,level,Purrloin,1,both,False,False,False,64,88,50,88,50,106,37.5,1.1,ground,fast,"feline, leopard","sleek-cat, prowl",,thief,,,,,,1
Pansage,511,5,Unova,grass,,green,,"Gluttony, Overgrow",Grass Monkey Pokémon,upright,,none,Pansage,0,both,False,False,False,50,53,48,53,48,64,10.5,0.6,ground,,,,,,,,,,,0
Simisage,512,5,Unova,grass,,green,,"Gluttony, Overgrow",Thorn Monkey Pokémon,upright,,stone,Pansage,1,both,False,False,False,75,98,63,98,63,101,30.5,1.1,ground,fast,,,,,,,,,,0
Pansear,513,5,Unova,fire,,red,,"Gluttony, Blaze",High Temp Pokémon,upright,,none,Pansear,0,both,False,False,False,50,53,48,53,48,64,11.0,0.6,ground,,,,,,,,,,,0
Simisear,514,5,Unova,fire,,red,,"Gluttony, Blaze",Ember Pokémon,upright,,stone,Pansear,1,both,False,False,False,75,98,63,98,63,101,28.0,1.0,ground,fast,,,,,,,,,,0
Panpour,515,5,Unova,water,,blue,,"Gluttony, Torrent",Spray Pokémon,upright,,none,Panpour,0,both,False,False,False,50,53,48,53,48,64,13.5,0.6,ground,,,,,,,,,,,0
Simipour,516,5,Unova,water,,blue,,"Gluttony, Torrent",Geyser Pokémon,upright,,stone,Panpour,1,both,False,False,False,75,98,63,98,63,101,29.0,1.0,ground,fast,,,,,,,,,,0
Munna,517,5,Unova,psychic,,pink,,"Forewarn, Synchronize, Telepathy",Dream Eater Pokémon,quadruped,,none,Munna,0,both,False,False,False,76,25,45,67,55,24,23.3,0.6,ground,,,,,,,,,,,0
Musharna,518,5,Unova,psychic,,pink,,"Forewarn, Synchronize, Telepathy",Drowsing Pokémon,humanoid,,stone,Munna,1,both,False,False,False,116,55,85,107,95,29,60.5,1.1,ground,tanky,,,,,,,,,,0
Pidove,519,5,Unova,normal,flying,gray,,"Big Pecks, Super Luck, Rivalry",Tiny Pigeon Pokémon,wings,,none,Pidove,0,both,False,False,False,50,55,50,36,30,43,2.1,0.3,flying,light,,,,,,,,,,0
Tranquill,520,5,Unova,normal,flying,gray,,"Big Pecks, Super Luck, Rivalry",Wild Pigeon Pokémon,wings,,level,Pidove,1,both,False,False,False,62,77,62,50,42,65,15.0,0.6,flying,,,,,,,,,,,0
Unfezant,521,5,Unova,normal,flying,gray,,"Big Pecks, Super Luck, Rivalry",Proud Pokémon,wings,,level,Pidove,2,both,False,False,False,80,115,80,65,55,93,29.0,1.2,flying,,,,,,,,,,,0
Blitzle,522,5,Unova,electric,,black,,"Lightning Rod, Motor Drive, Sap Sipper",Electrified Pokémon,quadruped,,none,Blitzle,0,both,False,False,False,45,60,32,50,32,76,29.8,0.8,ground,,,,,,,,,,,0
Zebstrika,523,5,Unova,electric,,black,,"Lightning Rod, Motor Drive, Sap Sipper",Thunderbolt Pokémon,quadruped,,level,Blitzle,1,both,False,False,False,75,100,63,80,63,116,79.5,1.6,ground,fast,"equine, zebra","stripes, mane, hooves",,,,,,,,1
Roggenrola,524,5,Unova,rock,,blue,,"Sturdy, Weak Armor, Sand Force",Mantle Pokémon,legs,,none,Roggenrola,0,both,False,False,False,55,75,85,25,25,15,18.0,0.4,mineral,,,,,,,,,,,0
Boldore,525,5,Unova,rock,,blue,,"Sturdy, Weak Armor, Sand Force",Ore Pokémon,tentacles,,level,Roggenrola,1,both,False,False,False,70,105,105,50,40,20,102.0,0.9,mineral,,,,,,,,,,,0
Gigalith,526,5,Unova,rock,,blue,,"Sturdy, Sand Stream, Sand Force",Compressed Pokémon,tentacles,,trade,Roggenrola,2,both,False,False,False,85,135,130,60,80,25,260.0,1.7,mineral,"atk, tanky, heavy",,,,,,,,,,0
Woobat,527,5,Unova,psychic,flying,blue,,"Unaware, Klutz, Simple",Bat Pokémon,wings,,none,Woobat,0,both,False,False,False,65,45,43,55,43,72,2.1,0.4,"ground, flying",light,,,,,,,,,,0
Swoobat,528,5,Unova,psychic,flying,blue,,"Unaware, Klutz, Simple",Courting Pokémon,wings,,friendship,Woobat,1,both,False,False,False,67,57,55,77,55,114,10.5,0.9,"ground, flying",fast,,,,,,,,,,0
Drilbur,529,5,Unova,ground,,gray,,"Sand Rush, Sand Force, Mold Breaker",Mole Pokémon,upright,,none,Drilbur,0,both,False,False,False,60,85,40,30,45,68,8.5,0.3,ground,,,,,,,,,,,0
Excadrill,530,5,Unova,ground,steel,gray,,"Sand Rush, Sand Force, Mold Breaker",Subterrene Pokémon,humanoid,,level,Drilbur,1,both,False,False,False,110,135,60,50,65,88,40.4,0.7,ground,atk,mole,"drills, claws, burrow",earthquake,,,,,,,1
Audino,531,5,Unova,normal,,pink,,"Healer, Regenerator, Klutz",Hearing Pokémon,upright,,none,Audino,0,both,False,False,False,103,60,86,60,86,50,31.0,1.1,fairy,,,"ears, healer",,nurse,,,,mega,,1
Timburr,532,5,Unova,fighting,,gray,,"Guts, Sheer Force, Iron Fist",Muscular Pokémon,humanoid,,none,Timburr,0,both,False,False,False,75,80,55,25,35,35,12.5,0.6,humanshape,,,,,,,,,,,0
Gurdurr,533,5,Unova,fighting,,gray,,"Guts, Sheer Force, Iron Fist",Muscular Pokémon,humanoid,,level,Timburr,1,both,False,False,False,85,105,85,40,50,40,40.0,1.2,humanshape,,,,,,,,,,,0
Conkeldurr,534,5,Unova,fighting,,brown,,"Guts, Sheer Force, Iron Fist",Muscular Pokémon,humanoid,,trade,Timburr,2,both,False,False,False,105,140,95,55,65,45,87.0,1.4,humanshape,atk,,,,,,,,,,0
Tympole,535,5,Unova,water,,blue,,"Swift Swim, Hydration, Water Absorb",Tadpole Pokémon,fish,,none,Tympole,0,both,False,False,False,50,50,40,50,40,64,4.5,0.5,water1,,,,,,,,,,,0
Palpitoad,536,5,Unova,water,ground,blue,,"Swift Swim, Hydration, Water Absorb",Vibration Pokémon,upright,,level,Tympole,1,both,False,False,False,75,65,55,65,55,69,17.0,0.8,water1,,,,,,,,,,,0
Seismitoad,537,5,Unova,water,ground,blue,,"Swift Swim, Poison Touch, Water Absorb",Vibration Pokémon,humanoid,,level,Tympole,2,both,False,False,False,105,95,75,85,75,74,62.0,1.5,water1,,,,,,,,,,,0
Throh,538,5,Unova,fighting,,red,,"Guts, Inner Focus, Mold Breaker",Judo Pokémon,humanoid,,none,Throh,0,male-only,False,False,False,120,100,85,30,85,45,55.5,1.3,humanshape,,,,,,,,,,,0
Sawk,539,5,Unova,fighting,,blue,,"Sturdy, Inner Focus, Mold Breaker",Karate Pokémon,humanoid,,none,Sawk,0,male-only,False,False,False,75,125,75,30,75,85,51.0,1.4,humanshape,atk,,,,,,,,,,0
Sewaddle,540,5,Unova,bug,grass,yellow,,"Swarm, Chlorophyll, Overcoat",Sewing Pokémon,armor,,none,Sewaddle,0,both,False,False,False,45,53,70,40,60,42,2.5,0.3,bug,light,,,,,,,,,,0
Swadloon,541,5,Unova,bug,grass,green,,"Leaf Guard, Chlorophyll, Overcoat",Leaf-Wrapped Pokémon,arms,,level,Sewaddle,1,both,False,False,False,55,63,90,50,80,42,7.3,0.5,bug,,,,,,,,,,,0
Leavanny,542,5,Unova,bug,grass,yellow,,"Swarm, Chlorophyll, Overcoat",Nurturing Pokémon,humanoid,,friendship,Sewaddle,2,both,False,False,False,75,103,80,70,80,92,20.5,1.2,bug,,,,,,,,,,,0
Venipede,543,5,Unova,bug,poison,red,,"Poison Point, Swarm, Speed Boost",Centipede Pokémon,armor,,none,Venipede,0,both,False,False,False,30,45,59,30,39,57,5.3,0.4,bug,,,,,,,,,,,0
Whirlipede,544,5,Unova,bug,poison,gray,,"Poison Point, Swarm, Speed Boost",Curlipede Pokémon,ball,,level,Venipede,1,both,False,False,False,40,55,99,40,79,47,58.5,1.2,bug,,,,,,,,,,,0
Scolipede,545,5,Unova,bug,poison,red,,"Poison Point, Swarm, Speed Boost",Megapede Pokémon,armor,,level,Venipede,2,both,False,False,False,60,100,89,55,69,112,200.5,2.5,bug,fast,,,,,,,,,,0
Cottonee,546,5,Unova,grass,fairy,green,,"Prankster, Infiltrator, Chlorophyll",Cotton Puff Pokémon,ball,,none,Cottonee,0,both,False,False,False,40,27,60,37,50,66,0.6,0.3,"plant, fairy",light,,,,,,,,,,0
Whimsicott,547,5,Unova,grass,fairy,green,,"Prankster, Infiltrator, Chlorophyll",Windveiled Pokémon,humanoid,,stone,Cottonee,1,both,False,False,False,60,67,85,77,75,116,6.6,0.7,"plant, fairy",fast,,,,,,,,,,0
Petilil,548,5,Unova,grass,,green,,"Chlorophyll, Own Tempo, Leaf Guard",Bulb Pokémon,blob,,none,Petilil,0,female-only,False,False,False,45,35,50,70,50,30,6.6,0.5,plant,,,,,,,,,,,0
Lilligant,549,5,Unova,grass,,green,,"Chlorophyll, Own Tempo, Leaf Guard",Flowering Pokémon,blob,,stone,Petilil,1,female-only,False,False,False,70,60,75,110,75,90,16.3,1.1,plant,,,,,,,,,,,0
Basculin,550,5,Unova,water,,green,,"Reckless, Adaptability, Mold Breaker",Hostile Pokémon,fish,,none,Basculin,0,both,False,False,False,70,92,65,80,55,98,18.0,1.0,water2,,,,,,,,,,,0
Sandile,551,5,Unova,ground,dark,brown,,"Intimidate, Moxie, Anger Point",Desert Croc Pokémon,quadruped,,none,Sandile,0,both,False,False,False,50,72,35,35,35,65,15.2,0.7,ground,,,,,,,,,,,0
Krokorok,552,5,Unova,ground,dark,brown,,"Intimidate, Moxie, Anger Point",Desert Croc Pokémon,quadruped,,level,Sandile,1,both,False,False,False,60,82,45,45,45,74,33.4,1.0,ground,,,,,,,,,,,0
Krookodile,553,5,Unova,ground,dark,red,,"Intimidate, Moxie, Anger Point",Intimidation Pokémon,upright,,level,Sandile,2,both,False,False,False,95,117,80,65,70,92,96.3,1.5,ground,,"reptile, crocodile","jaws, shades",earthquake,intimidate,,,,,,1
Darumaka,554,5,Unova,fire,,red,,"Hustle, Inner Focus",Zen Charm Pokémon,humanoid,,none,Darumaka,0,both,False,False,False,70,90,45,15,45,50,37.5,0.6,ground,,,,,,,,,,,0
Darmanitan,555,5,Unova,fire,,red,,"Sheer Force, Zen Mode",Blazing Pokémon,quadruped,,stone,Darumaka,1,both,False,False,False,105,140,55,30,55,95,92.9,1.3,ground,atk,,,,,,,,,,0
Maractus,556,5,Unova,grass,,green,,"Water Absorb, Chlorophyll, Storm Drain",Cactus Pokémon,blob,,none,Maractus,0,both,False,False,False,75,86,67,106,67,60,28.0,1.0,plant,,,,,,,,,,,0
Dwebble,557,5,Unova,bug,rock,red,,"Sturdy, Shell Armor, Weak Armor",Rock Inn Pokémon,armor,,none,Dwebble,0,both,False,False,False,50,65,85,35,35,55,14.5,0.3,"bug, mineral",,,,,,,,,,,0
Crustle,558,5,Unova,bug,rock,red,,"Sturdy, Shell Armor, Weak Armor",Stone Home Pokémon,armor,,level,Dwebble,1,both,False,False,False,70,105,125,65,75,45,200.0,1.4,"bug, mineral",tanky,,,,,,,,,,0
Scraggy,559,5,Unova,dark,fighting,yellow,,"Shed Skin, Moxie, Intimidate",Shedding Pokémon,upright,,none,Scraggy,0,both,False,False,False,50,75,70,35,70,48,11.8,0.6,"ground, dragon",,,,,,,,,,,0
Scrafty,560,5,Unova,dark,fighting,red,,"Shed Skin, Moxie, Intimidate",Hoodlum Pokémon,upright,,level,Scraggy,1,both,False,False,False,65,90,115,45,115,58,30.0,1.1,"ground, dragon",tanky,"reptile, lizard","hoodie, crest, thug",,,,,,,,1
Sigilyph,561,5,Unova,psychic,flying,black,,"Wonder Skin, Magic Guard, Tinted Lens",Avianoid Pokémon,wings,,none,Sigilyph,0,both,False,False,False,72,58,80,103,80,97,14.0,1.4,flying,,,,,,,,,,,0
Yamask,562,5,Unova,ghost,,black,,Mummy,Spirit Pokémon,arms,,none,Yamask,0,both,False,False,False,38,30,85,55,65,30,1.5,0.5,"mineral, indeterminate",light,,,,,,,,,,0
Cofagrigus,563,5,Unova,ghost,,yellow,,Mummy,Coffin Pokémon,blob,,level,Yamask,1,both,False,False,False,58,50,145,95,105,30,76.5,1.7,"mineral, indeterminate",tanky,,,,,,,,,,0
Tirtouga,564,5,Unova,water,rock,blue,,"Solid Rock, Sturdy, Swift Swim",Prototurtle Pokémon,quadruped,,none,Tirtouga,0,both,False,False,False,54,78,103,53,45,22,16.5,0.7,"water1, water3",,,,,,,,,,,0
Carracosta,565,5,Unova,water,rock,blue,,"Solid Rock, Sturdy, Swift Swim",Prototurtle Pokémon,upright,,level,Tirtouga,1,both,False,False,False,74,108,133,83,65,32,81.0,1.2,"water1, water3",tanky,,,,,,,,,,0
Archen,566,5,Unova,rock,flying,yellow,,Defeatist,First Bird Pokémon,wings,,none,Archen,0,both,False,False,False,55,112,45,74,45,70,9.5,0.5,"flying, water3",,,,,,,,,,,0
Archeops,567,5,Unova,rock,flying,yellow,,Defeatist,First Bird Pokémon,wings,,level,Archen,1,both,False,False,False,75,140,65,112,65,110,32.0,1.4,"flying, water3","fast, atk",,,,,,,,,,0
Trubbish,568,5,Unova,poison,,green,,"Stench, Sticky Hold, Aftermath",Trash Bag Pokémon,humanoid,,none,Trubbish,0,both,False,False,False,50,50,62,40,62,65,31.0,0.6,mineral,,,,,,,,,,,0
Garbodor,569,5,Unova,poison,,green,,"Stench, Weak Armor, Aftermath",Trash Heap Pokémon,humanoid,,level,Trubbish,1,both,False,False,False,80,95,82,60,82,75,107.3,1.9,mineral,,,,,,,,,,,0
Zorua,570,5,Unova,dark,,gray,,Illusion,Tricky Fox Pokémon,quadruped,,none,Zorua,0,both,False,False,False,40,65,40,80,40,65,12.5,0.7,ground,,,,,,,,,,,0
Zoroark,571,5,Unova,dark,,gray,,Illusion,Illusion Fox Pokémon,upright,,level,Zorua,1,both,False,False,False,60,105,60,120,60,105,81.1,1.6,ground,"fast, spatk","canine, fox",ponytail,,"illusion, trickster",kitsune,,,,,1
Minccino,572,5,Unova,normal,,gray,,"Cute Charm, Technician, Skill Link",Chinchilla Pokémon,quadruped,,none,Minccino,0,both,False,False,False,55,50,40,40,40,75,5.8,0.4,ground,,,,,,,,,,,0
Cinccino,573,5,Unova,normal,,gray,,"Cute Charm, Technician, Skill Link",Scarf Pokémon,quadruped,,stone,Minccino,1,both,False,False,False,75,95,60,65,60,115,7.5,0.5,ground,fast,,,,,,,,,,0
Gothita,574,5,Unova,psychic,,purple,,"Frisk, Competitive, Shadow Tag",Fixation Pokémon,humanoid,,none,Gothita,0,both,False,False,False,45,30,50,55,65,45,5.8,0.4,humanshape,,,,,,,,,,,0
Gothorita,575,5,Unova,psychic,,purple,,"Frisk, Competitive, Shadow Tag",Manipulate Pokémon,humanoid,,level,Gothita,1,both,False,False,False,60,45,70,75,85,55,18.0,0.7,humanshape,,,,,,,,,,,0
Gothitelle,576,5,Unova,psychic,,purple,,"Frisk, Competitive, Shadow Tag",Astral Body Pokémon,humanoid,,level,Gothita,2,both,False,False,False,70,55,95,95,110,65,44.0,1.5,humanshape,,,,,,,,,,,0
Solosis,577,5,Unova,psychic,,green,,"Overcoat, Magic Guard, Regenerator",Cell Pokémon,ball,,none,Solosis,0,both,False,False,False,45,30,40,105,50,20,1.0,0.3,indeterminate,light,,,,,,,,,,0
Duosion,578,5,Unova,psychic,,green,,"Overcoat, Magic Guard, Regenerator",Mitosis Pokémon,ball,,level,Solosis,1,both,False,False,False,65,40,50,125,60,30,8.0,0.6,indeterminate,spatk,,,,,,,,,,0
Reuniclus,579,5,Unova,psychic,,green,,"Overcoat, Magic Guard, Regenerator",Multiplying Pokémon,arms,,level,Solosis,2,both,False,False,False,110,65,75,125,85,30,20.1,1.0,indeterminate,spatk,,,,,,,,,,0
Ducklett,580,5,Unova,water,flying,blue,,"Keen Eye, Big Pecks, Hydration",Water Bird Pokémon,wings,,none,Ducklett,0,both,False,False,False,62,44,50,44,50,55,5.5,0.5,"water1, flying",,,,,,,,,,,0
Swanna,581,5,Unova,water,flying,white,,"Keen Eye, Big Pecks, Hydration",White Bird Pokémon,wings,,level,Ducklett,1,both,False,False,False,75,87,63,87,63,98,24.2,1.3,"water1, flying",,,,,,,,,,,0
Vanillite,582,5,Unova,ice,,white,,"Ice Body, Snow Cloak, Weak Armor",Fresh Snow Pokémon,blob,,none,Vanillite,0,both,False,False,False,36,50,50,65,60,44,5.7,0.4,mineral,,,,,,,,,,,0
Vanillish,583,5,Unova,ice,,white,,"Ice Body, Snow Cloak, Weak Armor",Icy Snow Pokémon,blob,,level,Vanillite,1,both,False,False,False,51,65,65,80,75,59,41.0,1.1,mineral,,,,,,,,,,,0
Vanilluxe,584,5,Unova,ice,,white,,"Ice Body, Snow Warning, Weak Armor",Snowstorm Pokémon,heads,,level,Vanillite,2,both,False,False,False,71,95,85,110,95,79,57.5,1.3,mineral,,,,,,,,,,,0
Deerling,585,5,Unova,normal,grass,pink,,"Chlorophyll, Sap Sipper, Serene Grace",Season Pokémon,quadruped,,none,Deerling,0,both,False,False,False,60,60,50,40,50,75,19.5,0.6,ground,,,,,,,,,,,0
Sawsbuck,586,5,Unova,normal,grass,brown,,"Chlorophyll, Sap Sipper, Serene Grace",Season Pokémon,quadruped,,level,Deerling,1,both,False,False,False,80,100,70,60,70,95,92.5,1.9,ground,,,,,,,,,,,0
Emolga,587,5,Unova,electric,flying,white,,"Static, Motor Drive",Sky Squirrel Pokémon,quadruped,,none,Emolga,0,both,False,False,False,55,75,60,75,60,103,5.0,0.4,ground,fast,,,,,,,,,,0
Karrablast,588,5,Unova,bug,,blue,,"Swarm, Shed Skin, No Guard",Clamping Pokémon,humanoid,,none,Karrablast,0,both,False,False,False,50,75,45,40,45,60,5.9,0.5,bug,,,,,,,,,,,0
Escavalier,589,5,Unova,bug,steel,gray,,"Swarm, Shell Armor, Overcoat",Cavalry Pokémon,arms,,trade,Karrablast,1,both,False,False,False,70,135,105,60,105,20,33.0,1.0,bug,atk,,,,,,,,,,0
Foongus,590,5,Unova,grass,poison,white,,"Effect Spore, Regenerator",Mushroom Pokémon,arms,,none,Foongus,0,both,False,False,False,69,55,45,55,55,15,1.0,0.2,plant,light,,,,,,,,,,0
Amoonguss,591,5,Unova,grass,poison,white,,"Effect Spore, Regenerator",Mushroom Pokémon,arms,,level,Foongus,1,both,False,False,False,114,85,70,85,80,30,10.5,0.6,plant,,,,,,,,,,,0
Frillish,592,5,Unova,water,ghost,white,,"Water Absorb, Cursed Body, Damp",Floating Pokémon,tentacles,,none,Frillish,0,both,False,False,False,55,40,50,65,85,40,33.0,1.2,indeterminate,,,,,,,,,,,0
Jellicent,593,5,Unova,water,ghost,white,,"Water Absorb, Cursed Body, Damp",Floating Pokémon,tentacles,,level,Frillish,1,both,False,False,False,100,60,70,85,105,60,135.0,2.2,indeterminate,,,,,,,,,,,0
Alomomola,594,5,Unova,water,,pink,,"Healer, Hydration, Regenerator",Caring Pokémon,fish,,none,Alomomola,0,both,False,False,False,165,75,80,40,45,65,31.6,1.2,"water1, water2",,fish,"heart, caretaker",,nurse,,,,,,0
Joltik,595,5,Unova,bug,electric,yellow,,"Compound Eyes, Unnerve, Swarm",Attaching Pokémon,armor,,none,Joltik,0,both,False,False,False,50,47,50,57,50,65,0.6,0.1,bug,light,,,,,,,,,,0
Galvantula,596,5,Unova,bug,electric,yellow,,"Compound Eyes, Unnerve, Swarm",EleSpider Pokémon,armor,,level,Joltik,1,both,False,False,False,70,77,60,97,60,108,14.3,0.8,bug,fast,,,,,,,,,,0
Ferroseed,597,5,Unova,grass,steel,gray,,Iron Barbs,Thorn Seed Pokémon,ball,,none,Ferroseed,0,both,False,False,False,44,50,91,24,86,10,18.8,0.6,"plant, mineral",,,,,,,,,,,0
Ferrothorn,598,5,Unova,grass,steel,gray,,"Iron Barbs, Anticipation",Thorn Pod Pokémon,tentacles,,level,Ferroseed,1,both,False,False,False,74,94,131,54,116,20,110.0,1.0,"plant, mineral",tanky,,,,,,,,,,0
Klink,599,5,Unova,steel,,gray,,"Plus, Minus, Clear Body",Gear Pokémon,heads,,none,Klink,0,genderless,False,False,False,40,55,70,45,60,30,21.0,0.3,mineral,,,,,,,,,,,0
Klang,600,5,Unova,steel,,gray,,"Plus, Minus, Clear Body",Gear Pokémon,heads,,level,Klink,1,genderless,False,False,False,60,80,95,70,85,50,51.0,0.6,mineral,,,,,,,,,,,0
Klinklang,601,5,Unova,steel,,gray,,"Plus, Minus, Clear Body",Gear Pokémon,heads,,level,Klink,2,genderless,False,False,False,60,100,115,70,85,90,81.0,0.6,mineral,tanky,,,,,,,,,,0
Tynamo,602,5,Unova,electric,,white,,Levitate,EleFish Pokémon,fish,,none,Tynamo,0,both,False,False,False,35,55,40,45,40,60,0.3,0.2,indeterminate,light,,,,,,,,,,0
Eelektrik,603,5,Unova,electric,,blue,,Levitate,EleFish Pokémon,fish,,level,Tynamo,1,both,False,False,False,65,85,70,75,70,40,22.0,1.2,indeterminate,,,,,,,,,,,0
Eelektross,604,5,Unova,electric,,blue,,Levitate,EleFish Pokémon,fish,,stone,Tynamo,2,both,False,False,False,85,115,80,105,80,50,80.5,2.1,indeterminate,,,,,,,,,,,0
Elgyem,605,5,Unova,psychic,,blue,,"Telepathy, Synchronize, Analytic",Cerebral Pokémon,upright,,none,Elgyem,0,both,False,False,False,55,55,55,85,55,30,9.0,0.5,humanshape,,,,,,,,,,,0
Beheeyem,606,5,Unova,psychic,,brown,,"Telepathy, Synchronize, Analytic",Cerebral Pokémon,humanoid,,level,Elgyem,1,both,False,False,False,75,75,75,125,95,40,34.5,1.0,humanshape,spatk,,,,,,,,,,0
Litwick,607,5,Unova,ghost,fire,white,,"Flash Fire, Flame Body, Infiltrator",Candle Pokémon,blob,,none,Litwick,0,both,False,False,False,50,30,55,65,55,20,3.1,0.3,indeterminate,,,,,,,,,,,0
Lampent,608,5,Unova,ghost,fire,black,,"Flash Fire, Flame Body, Infiltrator",Lamp Pokémon,arms,,level,Litwick,1,both,False,False,False,60,40,60,95,60,55,13.0,0.6,indeterminate,,,,,,,,,,,0
